Relative_Compactness,Wall_Area,Roof_Area,Heating_Load,Cooling_Load,Ori_3,Ori_4,Ori_5,GA_0.1,GA_0.25,GA_0.4,GD_1,GD_2,GD_3,GD_4,GD_5,H_7.0
0.9,318.5,122.5,34.24,37.26,False,False,False,False,False,True,False,False,True,False,False,True
0.9,318.5,122.5,34.95,35.04,True,False,False,False,False,True,False,False,True,False,False,True
0.9,318.5,122.5,35.05,33.82,False,True,False,False,False,True,False,False,True,False,False,True
0.9,318.5,122.5,34.29,33.31,False,False,True,False,False,True,False,False,True,False,False,True
0.86,294.0,147.0,31.28,35.22,False,False,False,False,False,True,False,False,True,False,False,True
0.86,294.0,147.0,32.12,34.7,True,False,False,False,False,True,False,False,True,False,False,True
0.86,294.0,147.0,32.05,30.11,False,True,False,False,False,True,False,False,True,False,False,True
0.86,294.0,147.0,31.84,31.6,False,False,True,False,False,True,False,False,True,False,False,True
0.82,318.5,147.0,28.67,32.43,False,False,False,False,False,True,False,False,True,False,False,True
0.82,318.5,147.0,29.67,30.65,True,False,False,False,False,True,False,False,True,False,False,True
0.82,318.5,147.0,29.47,29.77,False,True,False,False,False,True,False,False,True,False,False,True
0.82,318.5,147.0,28.91,29.64,False,False,True,False,False,True,False,False,True,False,False,True
0.79,343.0,147.0,41.26,46.44,False,False,False,False,False,True,False,False,True,False,False,True
0.79,343.0,147.0,41.3,44.18,True,False,False,False,False,True,False,False,True,False,False,True
0.79,343.0,147.0,42.49,38.81,False,True,False,False,False,True,False,False,True,False,False,True
0.79,343.0,147.0,42.08,38.23,False,False,True,False,False,True,False,False,True,False,False,True
0.76,416.5,122.5,39.32,38.17,False,False,False,False,False,True,False,False,True,False,False,True
0.76,416.5,122.5,39.84,38.48,True,False,False,False,False,True,False,False,True,False,False,True
0.76,416.5,122.5,38.89,39.66,False,True,False,False,False,True,False,False,True,False,False,True
0.76,416.5,122.5,39.68,40.1,False,False,True,False,False,True,False,False,True,False,False,True
0.74,245.0,220.5,13.97,16.08,False,False,False,False,False,True,False,False,True,False,False,False
0.74,245.0,220.5,14.22,15.39,True,False,False,False,False,True,False,False,True,False,False,False
0.74,245.0,220.5,14.1,16.57,False,True,False,False,False,True,False,False,True,False,False,False
0.74,245.0,220.5,13.78,16.6,False,False,True,False,False,True,False,False,True,False,False,False
0.71,269.5,220.5,14.07,16.11,False,False,False,False,False,True,False,False,True,False,False,False
0.71,269.5,220.5,14.03,15.47,True,False,False,False,False,True,False,False,True,False,False,False
0.71,269.5,220.5,13.94,16.7,False,True,False,False,False,True,False,False,True,False,False,False
0.71,269.5,220.5,13.86,16.1,False,False,True,False,False,True,False,False,True,False,False,False
0.69,294.0,220.5,14.32,16.35,False,False,False,False,False,True,False,False,True,False,False,False
0.69,294.0,220.5,14.56,15.84,True,False,False,False,False,True,False,False,True,False,False,False
0.69,294.0,220.5,14.33,16.99,False,True,False,False,False,True,False,False,True,False,False,False
0.69,294.0,220.5,14.08,17.02,False,False,True,False,False,True,False,False,True,False,False,False
0.66,318.5,220.5,15.16,17.04,False,False,False,False,False,True,False,False,True,False,False,False
0.66,318.5,220.5,15.18,17.63,True,False,False,False,False,True,False,False,True,False,False,False
0.66,318.5,220.5,14.72,18.1,False,True,False,False,False,True,False,False,True,False,False,False
0.66,318.5,220.5,14.9,18.22,False,False,True,False,False,True,False,False,True,False,False,False
0.64,343.0,220.5,18.48,20.78,False,False,False,False,False,True,False,False,True,False,False,False
0.64,343.0,220.5,18.71,20.72,True,False,False,False,False,True,False,False,True,False,False,False
0.64,343.0,220.5,18.48,21.54,False,True,False,False,False,True,False,False,True,False,False,False
0.64,343.0,220.5,18.46,21.53,False,False,True,False,False,True,False,False,True,False,False,False
0.62,367.5,220.5,16.47,16.9,False,False,False,False,False,True,False,False,True,False,False,False
0.62,367.5,220.5,16.35,17.14,True,False,False,False,False,True,False,False,True,False,False,False
0.62,367.5,220.5,16.55,16.56,False,True,False,False,False,True,False,False,True,False,False,False
0.62,367.5,220.5,16.74,16.0,False,False,True,False,False,True,False,False,True,False,False,False
0.98,294.0,110.25,32.85,32.95,False,False,False,False,False,True,False,False,False,True,False,True
0.98,294.0,110.25,32.67,33.06,True,False,False,False,False,True,False,False,False,True,False,True
0.98,294.0,110.25,32.21,33.95,False,True,False,False,False,True,False,False,False,True,False,True
0.98,294.0,110.25,32.74,33.88,False,False,True,False,False,True,False,False,False,True,False,True
0.9,318.5,122.5,36.45,33.98,False,False,False,False,False,True,False,False,False,True,False,True
0.9,318.5,122.5,35.73,39.92,True,False,False,False,False,True,False,False,False,True,False,True
0.9,318.5,122.5,35.4,39.22,False,True,False,False,False,True,False,False,False,True,False,True
0.9,318.5,122.5,36.57,36.1,False,False,True,False,False,True,False,False,False,True,False,True
0.86,294.0,147.0,32.38,31.53,False,False,False,False,False,True,False,False,False,True,False,True
0.86,294.0,147.0,31.66,36.2,True,False,False,False,False,True,False,False,False,True,False,True
0.86,294.0,147.0,32.15,36.21,False,True,False,False,False,True,False,False,False,True,False,True
0.86,294.0,147.0,32.75,31.0,False,False,True,False,False,True,False,False,False,True,False,True
0.82,318.5,147.0,28.93,28.2,False,False,False,False,False,True,False,False,False,True,False,True
0.82,318.5,147.0,28.05,32.35,True,False,False,False,False,True,False,False,False,True,False,True
0.82,318.5,147.0,28.64,31.14,False,True,False,False,False,True,False,False,False,True,False,True
0.82,318.5,147.0,29.52,28.43,False,False,True,False,False,True,False,False,False,True,False,True
0.79,343.0,147.0,42.77,38.33,False,False,False,False,False,True,False,False,False,True,False,True
0.79,343.0,147.0,41.73,47.59,True,False,False,False,False,True,False,False,False,True,False,True
0.79,343.0,147.0,41.32,46.23,False,True,False,False,False,True,False,False,False,True,False,True
0.79,343.0,147.0,42.96,39.56,False,False,True,False,False,True,False,False,False,True,False,True
0.76,416.5,122.5,40.68,40.36,False,False,False,False,False,True,False,False,False,True,False,True
0.76,416.5,122.5,40.4,39.67,True,False,False,False,False,True,False,False,False,True,False,True
0.76,416.5,122.5,40.6,39.85,False,True,False,False,False,True,False,False,False,True,False,True
0.76,416.5,122.5,40.11,40.77,False,False,True,False,False,True,False,False,False,True,False,True
0.74,245.0,220.5,14.37,16.61,False,False,False,False,False,True,False,False,False,True,False,False
0.74,245.0,220.5,14.48,16.74,True,False,False,False,False,True,False,False,False,True,False,False
0.74,245.0,220.5,14.32,16.9,False,True,False,False,False,True,False,False,False,True,False,False
0.74,245.0,220.5,14.44,17.32,False,False,True,False,False,True,False,False,False,True,False,False
0.71,269.5,220.5,14.6,16.85,False,False,False,False,False,True,False,False,False,True,False,False
0.71,269.5,220.5,14.7,17.2,True,False,False,False,False,True,False,False,False,True,False,False
0.71,269.5,220.5,14.47,17.23,False,True,False,False,False,True,False,False,False,True,False,False
0.71,269.5,220.5,14.66,17.74,False,False,True,False,False,True,False,False,False,True,False,False
0.69,294.0,220.5,14.54,16.81,False,False,False,False,False,True,False,False,False,True,False,False
0.69,294.0,220.5,14.62,16.88,True,False,False,False,False,True,False,False,False,True,False,False
0.69,294.0,220.5,14.53,16.9,False,True,False,False,False,True,False,False,False,True,False,False
0.69,294.0,220.5,14.71,17.39,False,False,True,False,False,True,False,False,False,True,False,False
0.66,318.5,220.5,15.34,17.86,False,False,False,False,False,True,False,False,False,True,False,False
0.66,318.5,220.5,15.29,17.82,True,False,False,False,False,True,False,False,False,True,False,False
0.66,318.5,220.5,15.09,18.36,False,True,False,False,False,True,False,False,False,True,False,False
0.66,318.5,220.5,15.3,18.24,False,False,True,False,False,True,False,False,False,True,False,False
0.64,343.0,220.5,19.06,21.68,False,False,False,False,False,True,False,False,False,True,False,False
0.64,343.0,220.5,19.13,21.54,True,False,False,False,False,True,False,False,False,True,False,False
0.64,343.0,220.5,19.0,22.25,False,True,False,False,False,True,False,False,False,True,False,False
0.64,343.0,220.5,18.84,22.49,False,False,True,False,False,True,False,False,False,True,False,False
0.62,367.5,220.5,16.44,17.1,False,False,False,False,False,True,False,False,False,True,False,False
0.62,367.5,220.5,16.9,16.79,True,False,False,False,False,True,False,False,False,True,False,False
0.62,367.5,220.5,16.94,16.58,False,True,False,False,False,True,False,False,False,True,False,False
0.62,367.5,220.5,16.77,16.79,False,False,True,False,False,True,False,False,False,True,False,False
0.98,294.0,110.25,32.84,32.88,False,False,False,False,False,True,False,False,False,False,True,True
0.98,294.0,110.25,32.72,33.23,True,False,False,False,False,True,False,False,False,False,True,True
0.98,294.0,110.25,32.21,33.76,False,True,False,False,False,True,False,False,False,False,True,True
0.98,294.0,110.25,32.73,34.01,False,False,True,False,False,True,False,False,False,False,True,True
0.9,318.5,122.5,35.67,33.94,False,False,False,False,False,True,False,False,False,False,True,True
0.9,318.5,122.5,35.01,33.14,True,False,False,False,False,True,False,False,False,False,True,True
0.9,318.5,122.5,34.72,38.79,False,True,False,False,False,True,False,False,False,False,True,True
0.9,318.5,122.5,35.24,37.27,False,False,True,False,False,True,False,False,False,False,True,True
0.86,294.0,147.0,32.31,29.69,False,False,False,False,False,True,False,False,False,False,True,True
0.86,294.0,147.0,31.81,31.2,True,False,False,False,False,True,False,False,False,False,True,True
0.86,294.0,147.0,31.12,36.26,False,True,False,False,False,True,False,False,False,False,True,True
0.86,294.0,147.0,32.06,35.71,False,False,True,False,False,True,False,False,False,False,True,True
0.82,318.5,147.0,30.0,29.93,False,False,False,False,False,True,False,False,False,False,True,True
0.82,318.5,147.0,29.5,29.56,True,False,False,False,False,True,False,False,False,False,True,True
0.82,318.5,147.0,29.06,33.84,False,True,False,False,False,True,False,False,False,False,True,True
0.82,318.5,147.0,29.92,32.54,False,False,True,False,False,True,False,False,False,False,True,True
0.79,343.0,147.0,42.11,38.56,False,False,False,False,False,True,False,False,False,False,True,True
0.79,343.0,147.0,41.96,37.7,True,False,False,False,False,True,False,False,False,False,True,True
0.79,343.0,147.0,41.09,47.01,False,True,False,False,False,True,False,False,False,False,True,True
0.79,343.0,147.0,40.79,44.87,False,False,True,False,False,True,False,False,False,False,True,True
0.76,416.5,122.5,38.82,39.37,False,False,False,False,False,True,False,False,False,False,True,True
0.76,416.5,122.5,39.72,39.8,True,False,False,False,False,True,False,False,False,False,True,True
0.76,416.5,122.5,39.31,37.79,False,True,False,False,False,True,False,False,False,False,True,True
0.76,416.5,122.5,39.86,38.18,False,False,True,False,False,True,False,False,False,False,True,True
0.74,245.0,220.5,14.41,16.69,False,False,False,False,False,True,False,False,False,False,True,False
0.74,245.0,220.5,14.19,16.62,True,False,False,False,False,True,False,False,False,False,True,False
0.74,245.0,220.5,14.17,16.94,False,True,False,False,False,True,False,False,False,False,True,False
0.74,245.0,220.5,14.39,16.7,False,False,True,False,False,True,False,False,False,False,True,False
0.71,269.5,220.5,12.43,15.59,False,False,False,False,False,True,False,False,False,False,True,False
0.71,269.5,220.5,12.63,14.58,True,False,False,False,False,True,False,False,False,False,True,False
0.71,269.5,220.5,12.76,15.33,False,True,False,False,False,True,False,False,False,False,True,False
0.71,269.5,220.5,12.42,15.31,False,False,True,False,False,True,False,False,False,False,True,False
0.69,294.0,220.5,14.12,16.63,False,False,False,False,False,True,False,False,False,False,True,False
0.69,294.0,220.5,14.28,15.87,True,False,False,False,False,True,False,False,False,False,True,False
0.69,294.0,220.5,14.37,16.54,False,True,False,False,False,True,False,False,False,False,True,False
0.69,294.0,220.5,14.21,16.74,False,False,True,False,False,True,False,False,False,False,True,False
0.66,318.5,220.5,14.96,17.64,False,False,False,False,False,True,False,False,False,False,True,False
0.66,318.5,220.5,14.92,17.79,True,False,False,False,False,True,False,False,False,False,True,False
0.66,318.5,220.5,14.92,17.55,False,True,False,False,False,True,False,False,False,False,True,False
0.66,318.5,220.5,15.16,18.06,False,False,True,False,False,True,False,False,False,False,True,False
0.64,343.0,220.5,17.69,20.82,False,False,False,False,False,True,False,False,False,False,True,False
0.64,343.0,220.5,18.19,20.21,True,False,False,False,False,True,False,False,False,False,True,False
0.64,343.0,220.5,18.16,20.71,False,True,False,False,False,True,False,False,False,False,True,False
0.64,343.0,220.5,17.88,21.4,False,False,True,False,False,True,False,False,False,False,True,False
0.62,367.5,220.5,16.54,16.88,False,False,False,False,False,True,False,False,False,False,True,False
0.62,367.5,220.5,16.44,17.11,True,False,False,False,False,True,False,False,False,False,True,False
0.62,367.5,220.5,16.48,16.61,False,True,False,False,False,True,False,False,False,False,True,False
0.62,367.5,220.5,16.64,16.03,False,False,True,False,False,True,False,False,False,False,True,False
